link,title,location,description,company_name
https://wuzzuf.net/jobs/p/IPhZ3Im3zsDR-Software-Support-Engineer-Cairo-Egypt?o=304&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Support Engineer,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Engineering · Software Development · Interpersonal skills · Presentation · Troubleshooting,Confidential -
https://wuzzuf.net/jobs/p/EZCCHqqnU6fM-Tester-Quality-Assurance-Engineer-ITIDA-Giza-Egypt?o=305&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Tester & Quality Assurance Engineer,"Abu Rawash, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Quality · Engineering - Telecom/Technology · Quality Assurance · Engineering · quality · Quality Control · Computer Engineering · Computer Science · Project Management · Science,ITIDA -
https://wuzzuf.net/jobs/p/NoCCOIuYKTQm-Infrastructure-Engineer-Perfect-Presentation-Giza-Egypt?o=306&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Infrastructure Engineer,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Infrastructure · Infrastructure Engineer · Science · Information Technology (IT) · Computer Science · Computer Engineering · computer · Engineering,Perfect Presentation -
https://wuzzuf.net/jobs/p/ytHpo1zvu1Nk-Infrastructure-Consultant-Perfect-Presentation-Giza-Egypt?o=307&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Infrastructure Consultant,"6th of October, Giza, Egypt ",Full TimeExperienced · 8 - 13 Yrs of Exp · IT/Software Development · Computer Engineering · Computer Science · Information Technology (IT) · SQL · Engineering,Perfect Presentation -
https://wuzzuf.net/jobs/p/57Y4YZintmcM-Systems-Consultant-Perfect-Presentation-Giza-Egypt?o=308&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Systems Consultant,"6th of October, Giza, Egypt ",Full TimeExperienced · 8 - 10 Yrs of Exp · IT/Software Development · Engineering · Customer Service · Computer Science · Computer Engineering · Information Technology (IT),Perfect Presentation -
https://wuzzuf.net/jobs/p/xN4WBKDWnRXh-IT-Specialist-National-Electricity-Technology-Co-Giza-Egypt?o=309&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Specialist,"Agouza, Giza, Egypt ",Full TimeEntry Level · 2 - 4 Yrs of Exp · males_preferred · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · IT Service Management · Computer Science · Microsoft Office 365 · Technical Support,National Electricity Technology Co. -
https://wuzzuf.net/jobs/p/4hxN2aL5YqbX-Sr-PHP-Developer-appcorp-Cairo-Egypt?o=310&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sr. PHP Developer,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · Database · CSS · Computer Science · CodeIgniter · AJAX · Information Technology (IT) · MySQL,appcorp -
https://wuzzuf.net/jobs/p/tDhxlM0LJ31Q-Senior-Android-Developer-Friendy-Car-Cairo-Egypt?o=311&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Android Developer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Android · JSON · RESTful · Koltin · Java · MVP,Friendy Car -
https://wuzzuf.net/jobs/p/tJSclFAG6SWm-Senior-Backend-Developer-Node-js--Saudi-Team-Procrew-Alexandria-Egypt?o=312&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Developer (Node js) -Saudi Team,"San Stefano, Alexandria, Egypt ",Part TimeWork From HomeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CSS3 · English · Computer Science · front-end · Information Technology (IT) · HTML5 · JavaScript · Node.js,Procrew -
https://wuzzuf.net/jobs/p/FnXUeDUxdlfO-Senior-Backend-Developer-Lun-Development-Cairo-Egypt?o=313&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Backend Developer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Code · Computer Science · Information Technology (IT) · PHP · Software Development · XML,Lun Development -
https://wuzzuf.net/jobs/p/lIjDThRZUESP-IT-System-Administrator-GIECO-Alexandria-Egypt?o=314&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT System Administrator,"Alexandria, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Engineering · Computer Science · Information Technology (IT) · server · Engineering · Deployment,GIECO -
https://wuzzuf.net/jobs/p/yM63ezJ34vLg-IT-Specialist-Qalubia-Egypt?o=315&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Specialist,"Qalyub, Qalubia, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · IT · Information Technology (IT) · Software · Engineering · Computer Science · Analysis · Software Engineering,Confidential -
https://wuzzuf.net/jobs/p/zHVY4GT6wgK9-Power-BI-Developer-Duravit-AG-Cairo-Egypt?o=316&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Power BI Developer,"10th of Ramadan City, Cairo, Egypt ",Full TimeEntry Level · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Power BI · BI,Duravit AG -
https://wuzzuf.net/jobs/p/UiCfKWgeMU3M-Research-Scientist-Agricultural-microbiology-HITS-Technologies-Cairo-Egypt?o=317&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Research Scientist (Agricultural microbiology),"Nasr City, Cairo, Egypt ",Part TimeFreelance / ProjectExperienced · 2 - 7 Yrs of Exp · R&D/Science · Analyst/Research · Analysis · Research · Science · Agriculture · Agricultural Scientist,HITS Technologies  -
https://wuzzuf.net/jobs/p/m5Saat9FibwG-Backend-Developer-PHP-Laravel-Cloud-Secrets-Giza-Egypt?o=318&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Backend Developer (PHP Laravel),"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · backend · Backend developer · Computer Science · developer · Information Technology (IT) · Laravel · PHP Laravel,Cloud Secrets -
https://wuzzuf.net/jobs/p/zVDTzScok5Vy-Regulatory-Affairs-Specialist-French-Speaker-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=319&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Regulatory Affairs Specialist (French Speaker),"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Manufacturing/Production · Medical/Healthcare · Regulatory Affairs · EDA · CAPA · Pharmaceutical · Pharmacy · regulatory · SAP · Science,Target Recruitment  & HR Solutions  -
https://wuzzuf.net/jobs/p/mFj6c8dikoB0-Quality-Control-Analyst-Hikma-Pharmaceuticals-Giza-Egypt?o=320&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Quality Control Analyst,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Quality · Analyst/Research · Analysis · Quality Control · quality · Science,Hikma Pharmaceuticals -
https://wuzzuf.net/jobs/p/EzDqETd2uXjL-Payroll-Senior-Officer-Zewail-City-Giza-Egypt?o=321&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Payroll Senior Officer,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 6 Yrs of Exp · Accounting/Finance · Human Resources · Payroll · Labor Law · Accounting · Tax reconciliation · wage laws,Zewail City -
https://wuzzuf.net/jobs/p/9sWbvDO1UiL0-Network-Engineer-Talaat-Moustafa-Group-Cairo-Egypt?o=322&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Network Engineer,"Madinaty, Cairo, Egypt ",Full TimeEntry Level · 2 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Engineering · Network · Computer Science · Security · Computer,Talaat Moustafa Group -
https://wuzzuf.net/jobs/p/5kJPZ6L3iC39-AX-Developer-Solution-Specialist-Premier-Services-and-Recruitment-Overseas-Cairo-Egypt?o=323&l=sp&t=sj&a=data science|search-v3|hpb|spbg,AX Developer (Solution Specialist),"Maadi, Cairo, Egypt ",Full TimeEntry Level · 2 - 3 Yrs of Exp · IT/Software Development · Ax · Development · Computer Science · SAP · Information Technology (IT) · Troubleshooting · Programming,Premier Services and Recruitment Overseas  -
https://wuzzuf.net/jobs/p/kv8Kv3885OXi-Financial-Planning-and-Analysis-Analyst-Cairo-Egypt?o=324&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Financial Planning and Analysis Analyst,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Financial · Analysis,Confidential -
https://wuzzuf.net/jobs/p/qrfbIlvtcYCK-Java-Senior-Back-End-Developer-Mobilar-Cairo-Egypt?o=325&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Java Senior Back-End Developer,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Testing · Arabic · English · Computer Science · Information Technology (IT) · IT · Quality Control · APIs,Mobilar -
https://wuzzuf.net/jobs/p/jcBcKVLXvMow-Senior-Software-Test-Engineer-Network-International--Egypt-Cairo-Egypt?o=326&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Software Test Engineer,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Software Testing · Automation Testing · Manual Testing · CMS · POS · ATM · SOAPui · Postman · XML,Network International -Egypt -
https://wuzzuf.net/jobs/p/akVSqTBBbpY9-Technical-Advisor-French-Speakers-NOK-for-Human-Capital-Solutions-Giza-Egypt?o=327&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Technical Advisor (French Speakers),"6th of October, Giza, Egypt ",Full TimeEntry Level · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Technical Support · DNS · DHCP · Microsoft Azure · Microsoft Office · Sharepoint · French,NOK for Human Capital Solutions -
https://wuzzuf.net/jobs/p/pVo2j3sdMC80-IT-Manager-hyper-techno-Gharbia-Egypt?o=328&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Manager,"Tanta, Gharbia, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Information Technology (IT) · IT,hyper techno -
https://wuzzuf.net/jobs/p/fweEtfMRvnXg-QA-EDA-Lot-Release-Specialist-Rameda-Giza-Egypt?o=329&l=sp&t=sj&a=data science|search-v3|hpb|spbg,QA EDA & Lot Release Specialist,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Quality · Pharmaceutical · Quality · Quality Assurance · Quality Control · Medical · Healthcare · Pharmaceutical · Sterile Area,Rameda -
https://wuzzuf.net/jobs/p/nu5jlwYbiqNc-BI-Analyst-Giza-Egypt?o=330&l=sp&t=sj&a=data science|search-v3|hpb|spbg,BI Analyst,"6th of October, Giza, Egypt ",Full TimeEntry Level · 2 - 3 Yrs of Exp · Engineering - Telecom/Technology · analytical · business · Business Intelligence · Communication skills · Information technology · Power BI · BI · Computer Science,Confidential -
https://wuzzuf.net/jobs/p/DJF950GFeDhE-Senior-BI-Developer-Softec-Technologies-Cairo-Egypt?o=331&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior BI Developer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BI · #Software · SQL · Computer Science · OLAP · SSRS · SSAS,Softec Technologies -
https://wuzzuf.net/jobs/p/T94e67ZZYH8A-QC-Finished-Product-Analyst-APEX-Pharma-Cairo-Egypt?o=332&l=sp&t=sj&a=data science|search-v3|hpb|spbg,QC Finished Product Analyst,"Badr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Quality · Analyst/Research · Pharmaceutical · Pharmaceutical · Quality Control · QC,APEX Pharma -
https://wuzzuf.net/jobs/p/OeodZRiFeMfU-Senior-Systems-Integration-Specialist-SANTECHTURE-Riyadh-Saudi-Arabia?o=333&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Systems Integration Specialist,"Riyadh, Saudi Arabia ",Full TimeManager · 7 - 12 Yrs of Exp · IT/Software Development · Medical/Healthcare · Systems Integration · Software,SANTECHTURE  -
https://wuzzuf.net/jobs/p/Hgg0uV39a7vb-PMO-Analyst-IT-Systems-Corporation-Cairo-Egypt?o=334&l=sp&t=sj&a=data science|search-v3|hpb|spbg,PMO Analyst,"Cairo, Egypt ",Full TimeManager · 1+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Project Management · PMO · Business Analysis · ERP · PMP · Information Technology (IT) · Computer Science,IT Systems Corporation -
https://wuzzuf.net/jobs/p/tUFakVGFSLmd-Android-Developer-Ibn-Sina-Pharma-Cairo-Egypt?o=335&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Android Developer,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android app · Mobile Development · Android · Software · REST · Software Development · Computer Science · Engineering,Ibn Sina Pharma -
https://wuzzuf.net/jobs/p/qwrOsFchuQ9b-Sr-Backend-Developer-PHPNodejs-Al-hakeema-Cairo-Egypt?o=336&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Sr. Backend Developer (PHP/Node.js),"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · males_preferred · IT/Software Development · backend · Computer Science · Laravel · MVC · Node.js · PHP · Software Development · Software Engineering · Information Technology (IT),Al-hakeema -
https://wuzzuf.net/jobs/p/7WAK23D1S42a-Senior-Full-Stack-Developer---Net-Core-Angular-CrossWorkers-Cairo-Egypt?o=337&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Full Stack Developer - (.Net Core + Angular),"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · CSS3 · HTML5 · JavaScript · Angular 8+ · Typescript · Bootstrap · .Net Framework,CrossWorkers -
https://wuzzuf.net/jobs/p/VYDLdrW5R10n-Senior-UXUI-Designer-International-Advanced-Cairo-Egypt?o=338&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior UX/UI Designer,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Adobe XD · Design · Creative · Sketch · UI · UI Design · UX · Figma,International Advanced  -
https://wuzzuf.net/jobs/p/szvnE0Xbh708-System-Expert-Transmar-International-Cairo-Egypt?o=339&l=sp&t=sj&a=data science|search-v3|hpb|spbg,System Expert,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science,Transmar International  -
https://wuzzuf.net/jobs/p/pQUtaqM8DT48-Software-Tester-Houya-Arrow-Cairo-Egypt?o=340&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Software Tester,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4 - 15 Yrs of Exp · IT/Software Development · Quality · Software Tester · Computer Science · Quality Control · Software Testing · Performance,Houya Arrow -
https://wuzzuf.net/jobs/p/YNFHHIxdz9SO-Microsoft-Dynamics-365-CRM-Developer-Ghassan-Ahmed-Alsulaiman-for-Electronic-Services-Cairo-Egypt?o=341&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Microsoft Dynamics 365 CRM Developer,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CRM · Information Technology (IT) · Application · Projects · Development · Computer Science · Computer Engineering · Software Development,Ghassan Ahmed Alsulaiman for Electronic Services -
https://wuzzuf.net/jobs/p/FxW0SrmUnI4x-AI-product-Manager---in-KSA-Ejada-Cairo-Egypt?o=342&l=sp&t=sj&a=data science|search-v3|hpb|spbg,AI product Manager - in KSA,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · AI · Product Management · product manager · Information Technology (IT) · Software Development,Ejada  -
https://wuzzuf.net/jobs/p/Bte5ldknrfIP-Senior-Business-Analyst-Alexandria-Ejada-Alexandria-Egypt?o=343&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Business Analyst (Alexandria),"Siouf, Alexandria, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Analysis · Banking · Business Analysis,Ejada  -
https://wuzzuf.net/jobs/p/T60pHyvs7R3g-Senior-Business-Analyst-Ejada-Cairo-Egypt?o=344&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Senior Business Analyst,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Banking · Business Analysis · Business Development,Ejada  -
https://wuzzuf.net/jobs/p/3oi1z72Td6YD-Database-Administrator-Digital-Solutions-company-Cairo-Egypt?o=345&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Database Administrator,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Database · SQL Server · SQL,Digital Solutions company -
https://wuzzuf.net/jobs/p/CPPyX9QSt35W-IT-Support--Help-Desk-Blue-Ribbon-Cairo-Egypt?o=346&l=sp&t=sj&a=data science|search-v3|hpb|spbg,IT Support -Help Desk,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Help desk · Information Technology (IT) · network · English · Computer Science · Computer Engineering · Installation,Blue Ribbon -
